title,post_url,ciclo,liturgical_day,liturgical_date_aci,readings,liturgical_readings
"Es lógico que un individualista sea ateo, porque en su espacio exclusivo y excluyente Dios no habita (2 B 2021)",https://diegojavier.wordpress.com/2021/01/16,B,2 B 2021,2021-01-16,"Jn 1, 35-42","Primera Lectura
Hebreos 4:12-16
12
Ciertamente, la palabra de Dios es viva y eficaz, y más cortante que una espada de doble filo: entra hasta la división del alma y del espíritu, de las articulaciones y de la médula, y descubre los sentimientos y pensamientos del corazón.
13
No hay ante ella criatura invisible, sino que todo está desnudo y patente a los ojos de Aquel a quien hemos de rendir cuenta.
14
Ya que tenemos un Sumo Sacerdote que ha entrado en los cielos —Jesús, el Hijo de Dios—, mantengamos firme nuestra confesión de fe.
15
Porque no tenemos un sumo sacerdote que no pueda compadecerse de nuestras debilidades, sino que, de manera semejante a nosotros, ha sido probado en todo, excepto en el pecado.
16
Por lo tanto, acerquémonos confiadamente al trono de la gracia, para que alcancemos misericordia y encontremos la gracia que nos ayude en el momento oportuno.
Salmo Responsorial
Salmo 19:8-10, 15
8
La Ley del Señor es perfecta; reconforta el alma.
El mandato del Señor es firme,
instruye al sencillo.
9
Los preceptos del Señor son rectos,
alegran el corazón.
Los mandamientos del Señor son puros,
dan luz a los ojos.
10
El temor del Señor es limpio,
dura por siempre.
Los juicios del Señor son veraces,
son enteramente justos,
15
Sean de tu agrado las palabras de mi boca
y las meditaciones de mi corazón en tu presencia.
¡Señor, Roca mía y Redentor mío!
Evangelio
Marcos 2:13-17
13
Y se fue otra vez a la orilla del mar. Y toda la muchedumbre iba hacia él, y les enseñaba.
14
Al pasar, vio a Leví, el de Alfeo, sentado al telonio, y le dijo:
—Sígueme.
Él se levantó y le siguió.
15
Ya en su casa, estando a la mesa, se sentaron con Jesús y sus discípulos muchos publicanos y pecadores, porque eran muchos los que le seguían.
16
Los escribas de los fariseos, al ver que comía con pecadores y publicanos, empezaron a decir a sus discípulos:
—¿Por qué come con publicanos y pecadores?
17
Lo oyó Jesús y les dijo:
—No tienen necesidad de médico los sanos, sino los enfermos; no he venido a llamar a los justos, sino a los pecadores."
"La cercanía del Reino y nuestra inmediatez para entrar: cuestión de madurez, no de tiempo (3 B 2021)",https://diegojavier.wordpress.com/2021/01/23,B,3 B 2021,2021-01-23,"Mc 1, 14-20","Primera Lectura
Hebreos 9:2-3, 11-14
2
porque se había construido un Tabernáculo con una primera estancia llamada «El Santo», donde se encontraban el candelabro, la mesa y los panes de la proposición.
3
Detrás del segundo velo estaba la segunda estancia, llamada «El Santo de los Santos»,
11
Pero Cristo, al presentarse como Sumo Sacerdote de los bienes futuros a través de un Tabernáculo más excelente y perfecto —no hecho por mano de hombre, es decir, no de este mundo creado—
12
y a través de su propia sangre —no de la sangre de machos cabríos y becerros—, entró de una vez para siempre en el Santuario y consiguió así una redención eterna.
13
Porque si la sangre de machos cabríos y toros y la aspersión de la ceniza de una vaca pueden santificar a los impuros para la purificación de la carne,
14
¡cuánto más la sangre de Cristo, que por el Espíritu eterno se ofreció a sí mismo como víctima inmaculada a Dios, limpiará de las obras muertas nuestra conciencia para dar culto al Dios vivo!
Salmo Responsorial
Salmo 47:2-3, 6-9
2
Pueblos todos, batid palmas,
aclamad a Dios con voces de júbilo.
3
Porque el Señor es el Altísimo, temible,
el gran Rey en toda la tierra.
6
Dios sube entre aclamaciones,
el Señor, al sonar de trompetas.
7
Cantad himnos a Dios, cantad,
cantad himnos a nuestro rey, cantad.
8
Que Dios es el rey de toda la tierra,
cantadle el himno más bello.
9
Dios reina sobre las naciones;
Dios está sentado en su santo trono.
Evangelio
Marcos 3:20-21
20
Entonces llegó a casa; y se volvió a juntar la muchedumbre, de manera que no podían ni siquiera comer.
21
Se enteraron sus parientes y fueron a llevárselo porque decían que había perdido el juicio."
20 puntos de reflexión sobre la legalización del aborto (3 B Aviento 2020),https://diegojavier.wordpress.com/2020/12/12,B,3 B Aviento 2020,2020-12-12,"Jn  1, 6-8","Primera Lectura
Zacarías 2:14-17
14
Grita de gozo y alégrate,
hija de Sión,
porque vengo a habitar dentro de ti
—oráculo del Señor—.
15
Aquel día seguirán al Señor muchas naciones
y serán pueblo mío.
Yo habitaré en medio de ti,
y sabrás que el Señor de los ejércitos a ti me envió.
16
El Señor tomará posesión de Judá
como su lote en tierra santa,
y volverá a elegir a Jerusalén.
17
Que calle toda carne ante el Señor,
que se alza de su santa morada».
OR
Apocalipsis 11:19; 12:1-6, 10
11
19
Y se abrió el templo de Dios en el cielo y en el Templo apareció el arca de su alianza; y se produjeron relámpagos, fragor de truenos, un terremoto y un fuerte granizo.
12
1
Una gran señal apareció en el cielo: una mujer vestida de sol, la luna a sus pies, y sobre su cabeza una corona de doce estrellas.
2
Está encinta y grita al sufrir los dolores del parto y los tormentos de dar a luz.
3
Apareció entonces otra señal en el cielo: un gran dragón rojo, con siete cabezas y diez cuernos, y sobre sus cabezas siete diademas.
4
La cola arrastró una tercera parte de las estrellas del cielo y las arrojó a la tierra. El dragón se puso delante de la mujer, que iba a dar a luz, para devorar a su hijo en cuanto naciera.
5
Y dio a luz un hijo varón, el que va a regir a todas las naciones con cetro de hierro. Pero su hijo fue arrebatado hasta Dios y hasta su trono.
6
Entonces la mujer huyó al desierto, donde tiene un lugar preparado por Dios, para que allí la alimenten durante mil doscientos sesenta días.
10
Entonces oí en el cielo una fuerte voz que decía:
«Ahora ha llegado la salvación,
la fuerza, el Reino de nuestro Dios,
y el poderío de su Cristo,
porque ha sido arrojado el acusador
de nuestros hermanos,
el que los acusaba ante nuestro Dios
día y noche.
Salmo Responsorial
Judit 13:18-19
18
Ozías entonces dijo a Judit:
—Bendita seas tú de parte de Dios altísimo, hija, por encima de todas las mujeres de la tierra, y bendito sea Dios, que creó los cielos y la tierra, que te ha guiado para herir en la cabeza al príncipe de nuestros enemigos.
19
Porque la esperanza que tú has tenido no se alejará del corazón de los hombres que se acuerden para siempre del poder de Dios.
Evangelio
Lucas 1:26-38
26
En el sexto mes fue enviado el ángel Gabriel de parte de Dios a una ciudad de Galilea llamada Nazaret,
27
a una virgen desposada con un varón de nombre José, de la casa de David. El nombre de la virgen era María.
28
Y entró donde ella estaba y le dijo:
—Dios te salve, llena de gracia, el Señor es contigo.
29
Ella se turbó al oír estas palabras, y consideraba qué podía significar este saludo.
30
Y el ángel le dijo:
—No temas, María, porque has hallado gracia delante de Dios:
31
concebirás en tu seno y darás a luz un hijo, y le pondrás por nombre Jesús.
32
Será grande y será llamado Hijo del Altísimo; el Señor Dios le dará el trono de David, su padre,
33
reinará eternamente sobre la casa de Jacob y su Reino no tendrá fin.
34
María le dijo al ángel:
—¿De qué modo se hará esto, pues no conozco varón?
35
Respondió el ángel y le dijo:
—El Espíritu Santo descenderá sobre ti, y el poder del Altísimo te cubrirá con su sombra; por eso, el que nacerá Santo será llamado Hijo de Dios.
36
Y ahí tienes a Isabel, tu pariente, que en su ancianidad ha concebido también un hijo, y la que llamaban estéril está ya en el sexto mes,
37
porque para Dios no hay nada imposible.
38
Dijo entonces María:
—He aquí la esclava del Señor, hágase en mí según tu palabra.
Y el ángel se retiró de su presencia.
OR
Lucas 1:39-47
39
Por aquellos días, María se levantó y marchó deprisa a la montaña, a una ciudad de Judá;
40
y entró en casa de Zacarías y saludó a Isabel.
41
Y cuando oyó Isabel el saludo de María, el niño saltó en su seno, e Isabel quedó llena del Espíritu Santo;
42
y exclamando en voz alta, dijo:
—Bendita tú entre las mujeres y bendito es el fruto de tu vientre.
43
¿De dónde a mí tanto bien, que venga la madre de mi Señor a visitarme?
44
Pues en cuanto llegó tu saludo a mis oídos, el niño saltó de gozo en mi seno;
45
y bienaventurada la que ha creído, porque se cumplirán las cosas que se le han dicho de parte del Señor.
46
María exclamó:
—Engrandece mi alma al Señor,
47
y se alegra mi espíritu en Dios mi Salvador:"
Encarnar la Palabra (4 B Adviento 2020),https://diegojavier.wordpress.com/2020/12/19,B,4 B Adviento 2020,2020-12-19,"Lucas 1, 26-38","Primera Lectura
Jueces 13:2-7, 24-25
2
Hubo un hombre de Sorá, de la estirpe de Dan, llamado Manóaj. Su mujer era estéril y no tenía hijos.
3
Se le apareció un ángel del Señor a esta mujer y le dijo:
—Mira, eres estéril y no has tenido hijos, pero concebirás y darás a luz un hijo.
4
Así que ahora guárdate de beber vino y licor y de comer nada impuro,
5
pues concebirás y darás a luz un hijo por cuya cabeza no pasará la navaja, ya que el muchacho será nazareo de Dios desde el vientre materno. Él comenzará a salvar a Israel de la mano de los filisteos.
6
La mujer se dirigió a su marido y le dijo:
—Un hombre de Dios se ha dirigido a mí. Su aspecto era como el de un ángel de Dios, muy terrible, y no le he preguntado de dónde es, ni me ha dicho su nombre;
7
pero me ha dicho: «Concebirás y darás a luz un hijo, así que ahora no bebas vino ni licor y no comas nada impuro, pues el muchacho será nazareo de Dios desde el vientre materno hasta el día de su muerte».
24
La mujer dio a luz un hijo y le puso el nombre de Sansón. El muchacho creció y el Señor lo bendijo.
25
El espíritu del Señor comenzó a inspirarle en el campamento de Dan, entre Sorá y Estaol.
Salmo Responsorial
Salmo 71:3-6, 16-17
3
Sé para mí la roca de refugio,
donde acudir de continuo,
pues has decretado salvarme,
porque Tú eres mi peña, mi fortaleza.
4
Dios mío, ponme a salvo de la mano del impío,
de la garra del perverso y opresor
5
Porque Tú eres mi esperanza, Señor, Dios mío,
mi seguridad desde mi niñez.
6
En Ti me he apoyado desde el seno materno;
desde las entrañas de mi madre
Tú eres mi protector.
Para Ti mi alabanza continua.
16
Publicaré las hazañas del Señor,
Dios mío, recordaré tu justicia, sólo tuya.
17
Dios mío, Tú me has instruido desde mi niñez,
y yo he anunciado tus maravillas hasta hoy.
Evangelio
Lucas 1:5-25
5
Hubo en tiempos de Herodes, rey de Judea, un sacerdote llamado Zacarías, del turno de Abías, cuya mujer, descendiente de Aarón, se llamaba Isabel.
6
Los dos eran justos ante Dios y caminaban intachables en todos los mandamientos y preceptos del Señor;
7
no tenían hijos, porque Isabel era estéril y los dos de edad avanzada.
8
Sucedió que, al ejercer él su ministerio sacerdotal delante de Dios, cuando le tocaba el turno,
9
le cayó en suerte, según la costumbre del Sacerdocio, entrar en el Templo del Señor para ofrecer el incienso;
10
y toda la concurrencia del pueblo estaba fuera orando durante el ofrecimiento del incienso.
11
Se le apareció un ángel del Señor, de pie a la derecha del altar del incienso.
12
Y Zacarías se inquietó al verlo y le invadió el temor.
13
Pero el ángel le dijo:
—No temas, Zacarías, porque tu oración ha sido escuchada, así que tu mujer Isabel te dará a luz un hijo y le pondrás por nombre Juan.
14
Será para ti gozo y alegría; y muchos se alegrarán con su nacimiento,
15
porque será grande ante el Señor. No beberá vino ni licor, estará lleno del Espíritu Santo ya desde el vientre de su madre
16
y convertirá a muchos de los hijos de Israel al Señor su Dios;
17
e irá delante de Él con el espíritu y el poder de Elías para convertir los corazones de los padres hacia los hijos, y a los desobedientes a la prudencia de los justos, a fin de preparar al Señor un pueblo perfecto.
18
Entonces Zacarías le dijo al ángel:
—¿Cómo podré yo saber esto? Porque ya soy viejo y mi mujer de edad avanzada.
19
Y el ángel le respondió:
—Yo soy Gabriel, que estoy delante de Dios, y he sido enviado para hablarte y darte esta buena nueva.
20
Desde ahora, pues, te quedarás mudo y no podrás hablar hasta el día en que sucedan estas cosas, porque no has creído en mis palabras, que se cumplirán a su tiempo.
21
El pueblo estaba esperando a Zacarías y se extrañaba de que se demorase en el Templo.
22
Cuando salió no podía hablarles y comprendieron que había tenido una visión en el Templo. Él intentaba explicarse por señas, y permaneció mudo.
23
Y cuando se cumplieron los días de su ministerio, se marchó a su casa.
24
Después de estos días Isabel, su mujer, concibió y se ocultaba durante cinco meses, diciéndose:
25
«Así ha hecho conmigo el Señor, en estos días en los que se ha dignado borrar mi oprobio entre los hombres»."
"José, La Virgen, los pastores y los colores de Dios (Navidad B 2020)",https://diegojavier.wordpress.com/2020/12/25,B,Navidad B 2020,2020-12-25,"Lucas 2, 1-20","Primera Lectura
Isaías 9:1-6
1
El pueblo que caminaba en tinieblas vio una gran luz;
a los que habitaban en tierra de sombras de muerte,
les ha brillado una luz.
2
Multiplicaste el gozo,
aumentaste la alegría.
Se alegran en tu presencia
con la alegría de la siega,
como se gozan al repartirse el botín.
3
Porque el yugo que los cargaba,
la vara de su hombro,
el cetro que los oprimía,
los quebraste como en el día de Madián.
4
Pues toda bota militar que taconea con estrépito,
y todo manto restregado en sangre,
están destinados a arder, a ser pasto del fuego.
5
Porque un niño nos ha nacido,
un hijo se nos ha dado.
Sobre sus hombros está el imperio,
y lleva por nombre:
Consejero maravilloso, Dios fuerte,
Padre sempiterno, Príncipe de la paz.
6
El imperio será engrandecido,
y la paz no tendrá fin
sobre el trono de David
y sobre su reino,
para sostenerlo y consolidarlo
con el derecho y la justicia,
desde ahora y para siempre.
El celo del Señor de los ejércitos lo hará.
Salmo Responsorial
Salmo 96:1-3, 11-13
1
Cantad al Señor un cántico nuevo,
cantad al Señor, la tierra entera.
2
Cantad al Señor, bendecid su Nombre,
anunciad, día tras día, su salvación.
3
Proclamad su gloria a las naciones,
sus maravillas a todos los pueblos.
11
Alégrense los cielos y exulte la tierra,
brame el mar y cuanto lo llena;
12
que se gocen los campos y cuanto hay en ellos.
Entonces exultarán todos los árboles del bosque
13
ante el Señor, que ya viene,
que viene a juzgar la tierra:
juzgará al mundo con justicia
y a los pueblos con rectitud.
Segunda Lectura
Tito 2:11-14
11
Pues se ha manifestado la gracia de Dios, portadora de salvación para todos los hombres,
12
educándonos para que renunciemos a la impiedad y a las concupiscencias mundanas, y vivamos con prudencia, justicia y piedad en este mundo,
13
aguardando la esperanza bienaventurada y la manifestación de la gloria del gran Dios y Salvador nuestro, Jesucristo,
14
que se entregó a sí mismo por nosotros para redimirnos de toda iniquidad, y para purificar para sí un pueblo escogido, celoso por hacer el bien.
Evangelio
Lucas 2:1-14
1
En aquellos días se promulgó un edicto de César Augusto, para que se empadronase todo el mundo.
2
Este primer empadronamiento se hizo cuando Quirino era gobernador de Siria.
3
Todos iban a inscribirse, cada uno a su ciudad.
4
José, como era de la casa y familia de David, subió desde Nazaret, ciudad de Galilea, a la ciudad de David llamada Belén, en Judea,
5
para empadronarse con María, su esposa, que estaba encinta.
6
Y cuando ellos se encontraban allí, le llegó la hora del parto,
7
y dio a luz a su hijo primogénito; lo envolvió en pañales y lo recostó en un pesebre, porque no había lugar para ellos en el aposento.
8
Había unos pastores por aquellos contornos, que dormían al raso y vigilaban por turno su rebaño durante la noche.
9
De improviso un ángel del Señor se les presentó, y la gloria del Señor los rodeó de luz. Y se llenaron de un gran temor.
10
El ángel les dijo:
—No temáis. Mirad, voy a anunciaros una gran alegría, que lo será para todo el pueblo:
11
hoy os ha nacido, en la ciudad de David, el Salvador, que es el Cristo, el Señor;
12
y esto os servirá de señal: encontraréis a un niño envuelto en pañales y reclinado en un pesebre.
13
De pronto apareció junto al ángel una muchedumbre de la milicia celestial, que alababa a Dios diciendo:
14
«Gloria a Dios en las alturas
y paz en la tierra
a los hombres en los que Él se complace»."
Abuelos que sueñan con nietos (Sagrada familia B 2020),https://diegojavier.wordpress.com/2020/12/26,B,Sagrada familia B 2020,2020-12-26,"Lc 2, 22-40","Primera Lectura
Hechos 6:8-10; 7:54-59
6
8
Esteban, lleno de gracia y de poder, hacía grandes prodigios y señales entre el pueblo.
9
Se levantaron a discutir con Esteban algunos de la sinagoga llamada de los libertos, de los cirenenses y alejandrinos, con otros de Cilicia y Asia.
10
Pero no podían resistir la sabiduría y el Espíritu con que hablaba.
7
54
Al oír esto ardían de ira en sus corazones y rechinaban los dientes contra él.
55
Pero él, lleno del Espíritu Santo, miró fijamente al cielo y vio la gloria de Dios y a Jesús de pie a la diestra de Dios,
56
y dijo:
—Mirad, veo los cielos abiertos y al Hijo del Hombre de pie a la diestra de Dios.
57
Entonces clamaron a voz en grito, se taparon los oídos y se lanzaron a una contra él.
58
Lo sacaron fuera de la ciudad y le lapidaron. Los testigos dejaron sus mantos a los pies de un joven llamado Saulo,
59
y se pusieron a lapidar a Esteban, que oraba diciendo:
—Señor Jesús, recibe mi espíritu.
Salmo Responsorial
Salmo 31:3-4, 6, 8, 17
3
Inclina tu oído hacia mí,
date prisa en socorrerme.
Sé para mí la roca de refugio,
el alcázar firme de mi salvación;
4
porque Tú eres mi peña, mi fortaleza:
por honor de tu Nombre, dirígeme y guíame;
6
En tus manos encomiendo mi espíritu:
Tú, Señor, Dios fiel, me has rescatado.
8
Me alegraré y me gozaré en tu misericordia,
pues te has fijado en mi miseria,
has comprendido la angustia de mi alma,
17
Haz brillar tu rostro sobre tu siervo;
por tu misericordia, sálvame.
Evangelio
Mateo 10:17-22
17
Guardaos de los hombres, porque os entregarán a los tribunales, os azotarán en sus sinagogas,
18
y seréis llevados ante los gobernadores y reyes por causa mía, para que deis testimonio ante ellos y los gentiles.
19
Pero cuando os entreguen, no os preocupéis de cómo o qué debéis decir; porque en aquel momento se os comunicará lo que vais a decir.
20
Pues no sois vosotros los que vais a hablar, sino que será el Espíritu de vuestro Padre quien hable en vosotros.
21
Entonces el hermano entregará a la muerte al hermano, y el padre al hijo; y se levantarán los hijos contra los padres para hacerles morir.
22
Y seréis odiados por causa de mi nombre; pero quien persevere hasta el fin, ése será salvado."
Lo que hay que atesorar del 2020 (Santa María Madre de Dios B 2021),https://diegojavier.wordpress.com/2021/01/01,B,Santa María Madre de Dios B 2021,2021-01-01,"Lucas 2, 16-21; Lc 2,19; hechos l","Primera Lectura
Números 6:22-27
22
El Señor habló a Moisés diciendo:
23
—Habla a Aarón y a sus hijos y diles: «Así bendeciréis a los hijos de Israel, diciéndoles:
24
“El Señor te bendiga y te guarde,
25
el Señor haga brillar su rostro sobre ti y te conceda su gracia,
26
el Señor alce su rostro hacia ti y te conceda la paz”».
27
»Así invocarán mi nombre sobre los hijos de Israel, y Yo los bendeciré.
Salmo Responsorial
Salmo 67:2-3, 5-6, 8
2
Tenga Dios piedad de nosotros y nos bendiga,
haga brillar su rostro sobre nosotros.
3
Para que se conozca en la tierra tu camino,
tu salvación en todas las naciones.
5
Que se alegren y te aclamen las naciones,
porque juzgas los pueblos con rectitud
y diriges las naciones de la tierra.
6
¡Que te alaben los pueblos, oh Dios,
que todos los pueblos te alaben!
8
Que Dios nos bendiga
y que le teman todos los confines de la tierra.
Segunda Lectura
Gálatas 4:4-7
4
Pero al llegar la plenitud de los tiempos, envió Dios a su Hijo, nacido de mujer, nacido bajo la Ley,
5
para redimir a los que estaban bajo la Ley, a fin de que recibiésemos la adopción de hijos.
6
Y, puesto que sois hijos, Dios envió a nuestros corazones el Espíritu de su Hijo, que clama: «¡Abbá, Padre!»
7
De manera que ya no eres siervo, sino hijo; y como eres hijo, también heredero por gracia de Dios.
Evangelio
Lucas 2:16-21
16
Y fueron presurosos y encontraron a María y a José y al niño reclinado en el pesebre.
17
Al verlo, reconocieron las cosas que les habían sido anunciadas sobre este niño.
18
Y todos los que lo oyeron se maravillaron de cuanto los pastores les habían dicho.
19
María guardaba todas estas cosas ponderándolas en su corazón.
20
Y los pastores regresaron, glorificando y alabando a Dios por todo lo que habían oído y visto, según les fue dicho.
21
Cuando se cumplieron los ocho días para circuncidarle, le pusieron por nombre Jesús, como le había llamado el ángel antes de que fuera concebido en el seno materno."
"Gente prudente, con aceite de más (32 A 2020)",https://diegojavier.wordpress.com/2020/11/07,A,32 A 2020,2020-11-07,"Mt 25, 1-13","Primera Lectura
Filipenses 4:10-19
10
Me alegré mucho en el Señor de que por fin hayáis podido manifestar de nuevo el afecto que sentíais por mí, porque, aunque lo sentíais, no se os había presentado la ocasión de expresarlo.
11
No os lo digo porque esté necesitado, pues he aprendido a contentarme con lo que tengo:
12
he aprendido a vivir en la pobreza, he aprendido a vivir en la abundancia, estoy acostumbrado a todo en todo lugar, a la hartura y a la escasez, a la riqueza y a la pobreza.
13
Todo lo puedo en Aquel que me conforta.
14
No obstante, habéis hecho bien al compartir mi tribulación.
15
Sabéis bien vosotros, filipenses, que al principio de la evangelización, cuando salí de Macedonia, ninguna iglesia me abrió una cuenta de «debe» y «haber», excepto vosotros,
16
pues una y otra vez enviasteis a Tesalónica con qué atender a mis necesidades.
17
No es que yo busque dádivas, sino que deseo que aumenten los intereses en vuestra cuenta.
18
He recibido todo y tengo de sobra, estoy colmado con los bienes recibidos de parte vuestra por medio de Epafrodito, una ofrenda aceptable, de suave olor, agradable ante Dios.
19
Mi Dios colmará todas vuestras necesidades, generosamente según su riqueza, con la gloria por Cristo Jesús.
Salmo Responsorial
Salmo 112:1-2, 5-6, 8-9
1
Aleluya.
(Alef) Dichoso el hombre que teme al Señor,
(Bet) y se complace de lleno en sus mandamientos.
2
(Guímel) Poderoso en la tierra será su linaje.
(Dálet) Bendita será la descendencia de los rectos.
5
(Tet) Feliz el hombre compasivo y que presta,
(Yod) y que administra sus asuntos con justicia;
6
(Kaf) no vacilará jamás.
(Lámed) El justo será siempre recordado;
8
(Sámek) su corazón está seguro, sin temer,
(Áin) hasta que mire por encima a sus enemigos.
9
(Pe) Reparte generosamente a los pobres;
(Sade) su justicia permanece para siempre;
(Qof) lleva alta su frente con honor.
Evangelio
Lucas 16:9-15
9
»Y yo os digo: haceos amigos con las riquezas injustas, para que, cuando falten, os reciban en las moradas eternas.
10
»Quien es fiel en lo poco también es fiel en lo mucho; y quien es injusto en lo poco también es injusto en lo mucho.
11
Por tanto, si no fuisteis fieles en la riqueza injusta, ¿quién os confiará la verdadera?
12
Y si en lo ajeno no fuisteis fieles, ¿quién os dará lo vuestro?
13
»Ningún criado puede servir a dos señores, porque o tendrá odio a uno y amor al otro, o prestará su adhesión al primero y menospreciará al segundo: no podéis servir a Dios y a las riquezas.
14
Oían todas estas cosas los fariseos, que eran amantes del dinero, y se burlaban de él.
15
Y les dijo:
—Vosotros os hacéis pasar por justos delante de los hombres, pero Dios conoce vuestros corazones; porque lo que parece ser excelso ante los hombres es abominable delante de Dios."
Economía y Reino (33 A 2020),https://diegojavier.wordpress.com/2020/11/14,A,33 A 2020,2020-11-14,,"Primera Lectura
3 Juan 5-8
5
Queridísimo, en tu conducta con los hermanos, incluso con los forasteros, te portas como corresponde a un fiel.
6
Ellos dieron testimonio de tu caridad en presencia de la Iglesia. Y harás bien en proveerles para su viaje de una manera digna de Dios;
7
pues por el Nombre se pusieron en camino sin aceptar nada de los gentiles.
8
Por eso, nosotros debemos acogerlos, para ser cooperadores de la verdad.
Salmo Responsorial
Salmo 112:1-6
1
Aleluya.
(Alef) Dichoso el hombre que teme al Señor,
(Bet) y se complace de lleno en sus mandamientos.
2
(Guímel) Poderoso en la tierra será su linaje.
(Dálet) Bendita será la descendencia de los rectos.
3
(He) En su casa habrá fortuna y riqueza;
(Vav) su justicia permanecerá para siempre.
4
(Záin) Para los rectos brilla como luz en las tinieblas,
(Het) el clemente, compasivo y justo.
5
(Tet) Feliz el hombre compasivo y que presta,
(Yod) y que administra sus asuntos con justicia;
6
(Kaf) no vacilará jamás.
(Lámed) El justo será siempre recordado;
Evangelio
Lucas 18:1-8
1
Les proponía una parábola sobre la necesidad de orar siempre y no desfallecer,
2
diciendo:
—Había en una ciudad un juez que no temía a Dios ni respetaba a los hombres.
3
También había en aquella ciudad una viuda, que acudía a él diciendo: «Hazme justicia ante mi adversario».
4
Y durante mucho tiempo no quiso. Sin embargo, al final se dijo a sí mismo: «Aunque no temo a Dios ni respeto a los hombres,
5
como esta viuda está molestándome, le haré justicia, para que no siga viniendo a importunarme».
6
Concluyó el Señor:
—Prestad atención a lo que dice el juez injusto.
7
¿Acaso Dios no hará justicia a sus elegidos que claman a Él día y noche, y les hará esperar?
8
Os aseguro que les hará justicia sin tardanza. Pero cuando venga el Hijo del Hombre, ¿encontrará fe sobre la tierra?"
La conmovedora identificación de Jesús con sus-nuestros hermanos más pequeños (34 A 2020),https://diegojavier.wordpress.com/2020/11/20,A,34 A 2020,2020-11-20,"Mt 25, 35-46; Mt 25,35; Rm 12,15; Is 58,7; Mt 25,40","Primera Lectura
Apocalipsis 10:8-11
8
Entonces la voz que había oído del cielo me habló de nuevo:
—Ve y toma el libro abierto de la mano del ángel que está de pie sobre el mar y sobre la tierra.
9
Me acerqué al ángel y le dije que me diera el pequeño libro. Él me contestó:
—Toma y devóralo, te amargará las entrañas, pero en tu boca será dulce como la miel.
10
Tomé el pequeño libro de la mano del ángel y lo devoré. En mi boca fue dulce como la miel, pero cuando lo comí se me amargaron las entrañas.
11
Entonces me dijeron:
—Es necesario que profetices de nuevo contra muchos pueblos, naciones, lenguas y reyes.
Salmo Responsorial
Salmo 119:14, 24, 72, 103, 111, 131
14
En el camino de tus preceptos me deleito
más que en todas las riquezas.
24
Pues tus preceptos son mi gozo,
y tus decretos, mis consejeros.
72
Mejor es para mí la Ley de tu boca
que montones de oro y plata.
103
¡Qué dulces al paladar son tus palabras!
Más que la miel en mi boca.
111
Tus preceptos son mi herencia perpetua,
la alegría de mi corazón.
131
Abro la boca y aspiro el aliento,
pues ansío tus mandatos.
Evangelio
Lucas 19:45-48
45
Entró en el Templo y comenzó a expulsar a los que vendían,
46
diciéndoles:
—Está escrito: Mi casa será casa de oración, pero vosotros la habéis convertido en una cueva de ladrones.
47
Y enseñaba todos los días en el Templo. Pero los príncipes de los sacerdotes y los escribas buscaban acabar con él, lo mismo que los jefes del pueblo,
48
pero no encontraban cómo hacerlo, pues todo el pueblo estaba pendiente escuchándole."
